month,US_S&P500,HK_HangSeng,US_SPY,CN_CSI300
2006-07-31,0.005072989405988437,0.042349393562897575,0.004468024489378664,-0.07415543077229891
2006-08-31,0.021051056620195574,0.024499797888051233,0.0215878045670177,0.033698337098547526
2006-09-30,0.02426939911430903,0.008632076930199517,0.026643317978957803,0.04711370351813482
2006-10-31,0.031021812670561033,0.04357285054191884,0.031030362568226444,0.04268817490230159
2006-11-30,0.016332551131229778,0.03412608252672378,0.01969027860901118,0.15754643085842535
2006-12-31,0.012536866857911555,0.05160991340767396,0.013282540827280975,0.17442454819568098
2007-01-31,0.013961131307326013,0.007072412073991785,0.01492837365499522,0.15587309822581563
2007-02-28,-0.022088337053377316,-0.022884994946243964,-0.019812202979201388,0.06462419743606151
2007-03-31,0.009930511784698837,0.00757472229231837,0.011521924959701835,0.08912933359085606
2007-04-30,0.04237984325324007,0.025826557157216712,0.043342692335278876,0.24630710906971842
2007-05-31,0.032030723851896425,0.015407564763810555,0.03335772015713623,0.0987195416416764
2007-06-30,-0.01797694386967663,0.053695278409419345,-0.014728785862655691,-0.042614185804575655
2007-07-31,-0.03250447118036437,0.06284461552969312,-0.03181094553366215,0.16977084320563307
2007-08-31,0.01278153901893031,0.03388989825443822,0.012751722875214533,0.17183043387102792
2007-09-30,0.035168290262790336,0.12370688112362416,0.037982966642679195,0.05222917458960907
2007-10-31,0.014713560940171178,0.14419687708475237,0.013475810225560991,0.01911969755493459
2007-11-30,-0.045042782630903666,-0.09036620301999854,-0.039502885747960015,-0.1829630518369818
2007-12-31,-0.008665949670829676,-0.02943939260007511,-0.011324044352361007,0.11941105757840553
2008-01-31,-0.06311386420630871,-0.17037571616408265,-0.06236648277369472,-0.14442034901263234
2008-02-29,-0.035379739592448445,0.036663539717544325,-0.02618212961984412,0.011651619990798778
2008-03-31,-0.0059774528264187055,-0.0628627191738449,-0.008982694892338827,-0.2096270504171347
2008-04-30,0.04645095190758575,0.11972628575788491,0.04656101777906407,0.043515927343097616
2008-05-31,0.010617614807393316,-0.04861835100515144,0.015003771573780966,-0.09194565280210121
2008-06-30,-0.08988355391782221,-0.10435546233757087,-0.0872759345669607,-0.2573824126392372
2008-07-31,-0.009908296633773794,0.028065469691590295,-0.009026641617455589,0.004784689574666601
2008-08-31,0.012116759351493478,-0.06681771600228892,0.015335705009906775,-0.15949907939284635
2008-09-30,-0.09518076507694317,-0.16564433746797036,-0.09890796396365698,-0.06387086206027703
2008-10-31,-0.1856364738868823,-0.25445500109610286,-0.18054681370695214,-0.2990884664310043
2008-11-30,-0.07779835731330564,-0.005774503384762042,-0.07214778082467355,0.09525225545241955
2008-12-31,0.007791146673498339,0.03531596078141952,0.00974855910236716,-0.006689281558612592
2009-01-31,-0.08954987959881677,-0.08023407366694002,-0.08568239979941339,0.111772150911996
2009-02-28,-0.11645651319919015,-0.035775649574594226,-0.11367201004988026,0.05167965538214414
2009-03-31,0.08195269356125578,0.0579562733006842,0.080022274541804,0.15836711242123602
2009-04-30,0.08977221824359916,0.1338883498899488,0.09471527766048293,0.04489012632148004
2009-05-31,0.05172057715517475,0.1576336001859442,0.05680885127080959,0.0508335882157791
2009-06-30,0.0001958080939532536,0.011367126533954774,-0.0006547782879895436,0.1374918010018229
2009-07-31,0.07152194934301459,0.11280153740132093,0.0719537110076125,0.16502867036775903
2009-08-31,0.033009336342854745,-0.04214980707832261,0.03627374239813719,-0.27727395964970203
2009-09-30,0.035100067367746846,0.060543438108888736,0.03484309598921964,0.05983889656713348
2009-10-31,-0.019959880197119695,0.037356451713472794,-0.01941241734291399,0.0877452108803034
2009-11-30,0.0557790765867372,0.0031500589672219803,0.05978372698070533,0.0681354868923787
2009-12-31,0.017614520350299756,0.002334417684826562,0.018920663534311544,0.018063660044104424
2010-01-31,-0.03767512371219439,-0.08341688144933457,-0.03701912230363735,-0.10970540231129178
2010-02-28,0.028114739741840644,0.02390002027867233,0.03071795606691463,0.023902473629194176
2010-03-31,0.05713281541639237,0.030142296049742612,0.05909843078608912,0.019296599521748448
2010-04-30,0.014651373006918433,-0.006175515639188944,0.015351284515476848,-0.08683178189864194
2010-05-31,-0.08553157288349045,-0.06575777725213428,-0.08278855039191058,-0.10079373328188979
2010-06-30,-0.05538844940550369,0.018238794180717832,-0.05312741565047574,-0.07881776475468616
2010-07-31,0.06651579901085647,0.04377990479947336,0.06606860619989785,0.11270549385395245
2010-08-31,-0.04861182288741883,-0.023737665731845325,-0.04602296646144044,0.011898879828751596
2010-09-30,0.08392847418803395,0.08498848363294975,0.08576895174640864,0.011091509824885826
2010-10-31,0.03619305175049092,0.03248151214063455,0.037490516591306644,0.14096815005704144
2010-11-30,-0.0022928763797240848,-0.0038317539141825563,0.0,-0.07460605087320182
2010-12-31,0.06325648750899848,0.0011927426776328076,0.06471258781112788,-0.0027868020110801694
2011-01-31,0.02239296981241168,0.01772274918718786,0.023032720311246813,-0.016681101793313502
2011-02-28,0.03145657676282454,-0.00467327868884837,0.03414774317848135,0.0516416804730504
2011-03-31,-0.0010478617545839342,0.008087009626276398,0.00012017046149193078,-0.005034941046508479
2011-04-30,0.028096938770245217,0.008181965103073452,0.028549918725480516,-0.009529359004980975
2011-05-31,-0.013592919455283514,-0.0015475051221187641,-0.011277706431260803,-0.06174106454666095
2011-06-30,-0.01842618591193279,-0.05582912348220326,-0.01701400007139675,0.014069852407454064
2011-07-31,-0.02170835585666353,0.0018801050176140421,-0.020207143696915786,-0.023939961528778753
2011-08-31,-0.05846750227195674,-0.08873279765499653,-0.056544762795623704,-0.043073513407399844
2011-09-30,-0.07446710071978657,-0.1546558558466522,-0.07194809104968236,-0.09787601308934413
2011-10-31,0.10230659176938861,0.1214852339001844,0.10359144571551226,0.04320070767818773
2011-11-30,-0.005071553722512334,-0.09917290739947049,-0.004072016632486353,-0.06665133128525902
2011-12-31,0.008496565407114964,0.02443808139876502,0.010394181953967241,-0.0722609771397682
2012-01-31,0.04266004446780691,0.10085065136964744,0.04533162065575702,0.04929064243495063
